STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990227,111,-11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990228,89,56
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990301,94,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990302,144,28
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990303,206,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990304,67,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990305,89,0
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990306,139,44
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990307,44,-39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990308,44,-67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990309,-6,-39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990310,28,-28
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990311,56,-28
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990312,78,-6
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990313,83,0
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990314,50,6
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990315,83,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990316,139,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990317,244,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990318,222,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990319,128,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990320,133,0
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990321,89,56
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990322,117,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990323,122,0
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990324,150,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990325,122,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990326,111,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990327,111,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990328,161,56
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990329,217,61
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990330,194,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990331,222,44
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990401,167,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990402,217,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990403,211,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990404,289,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990405,156,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990406,189,50
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990407,233,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990408,294,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990409,206,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990410,167,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990411,111,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990412,144,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990413,172,61
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990414,211,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990415,144,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990416,206,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990417,161,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990418,161,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990419,156,50
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990420,150,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990421,128,50
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990422,278,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990423,206,117
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990424,172,50
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990425,178,56
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990426,250,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990427,206,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990428,183,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990429,200,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990430,189,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990501,194,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990502,206,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990503,167,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990504,256,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990505,250,117
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990506,211,144
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990507,256,144
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990508,256,167
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990509,261,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990510,256,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990511,256,133
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990512,294,144
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990513,217,156
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990514,194,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990515,228,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990516,217,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990517,239,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990518,261,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990519,261,183
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990520,261,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990521,272,117
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990522,311,156
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990523,278,178
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990524,267,150
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990525,244,128
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990526,267,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990527,244,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990528,300,133
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990529,317,150
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990530,333,172
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990531,328,189
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990601,311,194
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990602,322,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990603,289,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990604,261,167
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990605,294,150
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990606,317,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990607,367,217
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990608,367,250
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990609,367,239
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990610,244,178
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990611,272,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990612,244,156
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990613,278,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990614,328,189
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990615,294,200
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990616,250,183
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990617,211,150
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990618,239,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990619,261,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990620,183,150
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990621,211,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990622,272,167
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990623,289,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990624,278,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990625,300,189
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990626,328,211
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990627,322,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990628,311,244
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990629,339,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990630,256,211
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990701,300,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990702,311,239
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990703,333,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990704,372,250
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990705,389,272
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990706,394,283
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990707,344,261
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990708,339,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990709,372,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990710,333,239
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990711,300,194
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990712,233,178
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990713,278,172
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990714,256,189
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990715,311,178
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990716,344,222
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990717,350,222
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990718,367,239
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990719,372,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990720,317,250
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990721,311,239
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990722,328,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990723,367,250
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990724,350,239
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990725,367,222
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990726,339,217
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990727,350,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990728,361,217
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990729,344,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990730,361,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990731,383,250
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990801,367,261
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990802,333,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990803,322,211
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990804,333,211
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990805,333,222
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990806,333,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990807,328,217
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990808,350,256
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990809,289,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990810,300,178
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990811,356,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990812,350,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990813,361,250
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990814,350,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990815,294,222
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990816,333,200
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990817,372,233
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990818,350,244
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990819,317,222
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990820,294,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990821,272,194
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990822,283,183
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990823,306,189
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990824,300,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990825,256,217
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990826,300,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990827,294,211
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990828,317,200
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990829,328,211
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990830,222,167
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990831,233,178
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990901,278,183
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990902,283,178
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990903,289,183
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990904,256,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990905,283,239
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990906,283,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990907,294,228
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990908,300,194
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990909,300,194
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990910,278,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990911,261,156
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990912,272,156
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990913,267,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990914,283,194
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990915,233,189
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990916,206,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990917,228,150
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990918,228,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990919,233,128
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990920,250,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990921,200,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990922,183,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990923,228,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990924,250,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990925,278,150
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990926,267,156
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990927,244,206
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990928,233,200
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990929,222,161
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19990930,200,117
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991001,217,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991002,233,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991003,261,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991004,211,128
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991005,144,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991006,206,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991007,156,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991008,183,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991009,200,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991010,211,172
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991011,250,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991012,194,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991013,211,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991014,172,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991015,178,61
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991016,222,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991017,194,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991018,183,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991019,144,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991020,128,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991021,167,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991022,189,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991023,128,44
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991024,139,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991025,161,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991026,178,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991027,178,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991028,156,50
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991029,200,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991030,217,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991031,228,117
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991101,228,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991102,206,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991103,117,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991104,150,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991105,183,22
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991106,233,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991107,150,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991108,150,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991109,206,56
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991110,244,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991111,172,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991112,106,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991113,183,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991114,233,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991115,117,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991116,100,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991117,89,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991118,128,-6
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991119,167,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991120,217,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991121,228,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991122,211,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991123,172,133
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991124,183,139
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991125,156,117
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991126,211,122
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991127,156,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991128,122,67
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991129,100,28
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991130,50,-6
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991201,39,-33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991202,100,-17
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991203,161,6
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991204,200,72
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991205,200,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991206,156,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991207,100,28
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991208,94,6
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991209,139,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991210,150,61
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991211,100,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991212,117,6
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991213,94,28
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991214,94,50
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991215,89,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991216,106,39
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991217,100,0
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991218,106,11
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991219,72,33
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,19991220,94,44
